Ticker,Company,Sector
ACIW,ACI WORLDWIDE INC,Information Technology
SAGE,SAGE THERAPEUTICS INC,Health Care
RPD,RAPID7 INC,Information Technology
APPF,APPFOLIO INC CLASS A,Information Technology
ARNC,ARCONIC CORP,Materials
AEL,AMERICAN EQUITY INVESTMENT LIFE HO,Financials
SGRY,SURGERY PARTNERS INC,Health Care
SBRA,SABRA HEALTH CARE REIT INC,Real Estate
FWRD,FORWARD AIR CORP,Industrials
NEU,NEWMARKET CORP,Materials
PD,PAGERDUTY INC,Information Technology
HLNE,HAMILTON LANE INC CLASS A,Financials
LYFT,LYFT INC CLASS A,Industrials
KFY,KORN FERRY,Industrials
AMED,AMEDISYS INC,Health Care
LXP,LXP INDUSTRIAL TRUST,Real Estate
EXTR,EXTREME NETWORKS INC,Information Technology
AZEK,AZEK COMPANY INC CLASS A,Industrials
FTDR,FRONTDOOR INC,Consumer Discretionary
RVNC,REVANCE THERAPEUTICS INC,Health Care
KD,KYNDRYL HOLDINGS INC,Information Technology
CACC,CREDIT ACCEPTANCE CORP,Financials
PRGS,PROGRESS SOFTWARE CORP,Information Technology
HRI,HERC HOLDINGS INC,Industrials
CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Communication
BE,BLOOM ENERGY CLASS A CORP,Industrials
W,WAYFAIR INC CLASS A,Consumer Discretionary
MATX,MATSON INC,Industrials
UMBF,UMB FINANCIAL CORP,Financials
CALX,CALIX NETWORKS INC,Information Technology
CORT,CORCEPT THERAPEUTICS INC,Health Care
NOG,NORTHERN OIL AND GAS INC,Energy
CWEN,CLEARWAY ENERGY INC CLASS C,Utilities
MRCY,MERCURY SYSTEMS INC,Industrials
RVMD,REVOLUTION MEDICINES INC,Health Care
RNG,RINGCENTRAL INC CLASS A,Information Technology
KAI,KADANT INC,Industrials
ZG,ZILLOW GROUP INC CLASS A,Real Estate
IOSP,INNOSPEC INC,Materials
CBRL,CRACKER BARREL OLD COUNTRY STORE I,Consumer Discretionary
SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary
JJSF,J AND J SNACK FOODS CORP,Consumer Staples
MGEE,MGE ENERGY INC,Utilities
AXSM,AXSOME THERAPEUTICS INC,Health Care
HHC,HOWARD HUGHES CORP,Real Estate
AMC,AMC ENTERTAINMENT HOLDINGS INC CLA,Communication
ENV,ENVESTNET INC,Information Technology
ESE,ESCO TECHNOLOGIES INC,Industrials
WERN,WERNER ENTERPRISES INC,Industrials
IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary
CXT,CRANE NXT,Industrials
KRYS,KRYSTAL BIOTECH INC,Health Care
CRI,CARTERS INC,Consumer Discretionary
ALGM,ALLEGRO MICROSYSTEMS INC,Information Technology
SHOO,STEVEN MADDEN LTD,Consumer Discretionary
CBZ,CBIZ INC,Industrials
PZZA,PAPA JOHNS INTERNATIONAL INC,Consumer Discretionary
LIVN,LIVANOVA PLC,Health Care
CVCO,CAVCO INDUSTRIES INC,Consumer Discretionary
MGRC,MCGRATH RENT,Industrials
CSWI,CSW INDUSTRIALS INC,Industrials
SIRI,SIRIUS XM HOLDINGS INC,Communication
NPO,ENPRO INDUSTRIES INC,Industrials
THS,TREEHOUSE FOODS INC,Consumer Staples
CRS,CARPENTER TECHNOLOGY CORP,Materials
AYX,ALTERYX INC CLASS A,Information Technology
VRRM,VERRA MOBILITY CORP CLASS A,Industrials
MC,MOELIS CLASS A,Financials
PDCO,PATTERSON COMPANIES INC,Health Care
AMKR,AMKOR TECHNOLOGY INC,Information Technology
PTON,PELOTON INTERACTIVE CLASS A INC,Consumer Discretionary
HUBG,HUB GROUP INC CLASS A,Industrials
UNF,UNIFIRST CORP,Industrials
SDGR,SCHRODINGER INC,Health Care
MYRG,MYR GROUP INC,Industrials
BTU,PEABODY ENERGY CORP,Energy
TMDX,TRANSMEDICS GROUP INC,Health Care
FRSH,FRESHWORKS INC CLASS A,Information Technology
HASI,HANNON ARMSTRONG SUSTAINABLE INFRA,Financials
REZI,RESIDEO TECHNOLOGIES INC,Industrials
OFC,CORPORATE OFFICE PROPERTIES TRUST,Real Estate
SKT,TANGER FACTORY OUTLET CENTERS REIT,Real Estate
CADE,CADENCE BANK,Financials
PTEN,PATTERSON UTI ENERGY INC,Energy
TDW,TIDEWATER INC,Energy
ETRN,EQUITRANS MIDSTREAM CORP,Energy
MRTX,MIRATI THERAPEUTICS INC,Health Care
AI,C3 AI INC CLASS A,Information Technology
IPAR,INTER PARFUMS INC,Consumer Staples
BOKF,BOK FINANCIAL CORP,Financials
YELP,YELP INC,Communication
HELE,HELEN OF TROY LTD,Consumer Discretionary
IDCC,INTERDIGITAL INC,Information Technology
DORM,DORMAN PRODUCTS INC,Consumer Discretionary
ABR,ARBOR REALTY TRUST REIT INC,Financials
IOT,SAMSARA INC CLASS A,Information Technology
ASB,ASSOCIATED BANCORP,Financials
PLXS,PLEXUS CORP,Information Technology
DOOR,MASONITE INTERNATIONAL CORP,Industrials
IBOC,INTERNATIONAL BANCSHARES CORP,Financials
EPC,EDGEWELL PERSONAL CARE,Consumer Staples
COHU,COHU INC,Information Technology
SCL,STEPAN,Materials
CATY,CATHAY GENERAL BANCORP,Financials
EQC,EQUITY COMMONWEALTH REIT,Real Estate
WHD,CACTUS INC CLASS A,Energy
FHB,FIRST HAWAIIAN INC,Financials
ATRC,ATRICURE INC,Health Care
GNW,GENWORTH FINANCIAL A INC,Financials
RIOT,RIOT PLATFORMS INC,Information Technology
NHI,NATIONAL HEALTH INVESTORS REIT INC,Real Estate
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Real Estate
KSS,KOHLS CORP,Consumer Discretionary
WD,WALKER & DUNLOP INC,Financials
RXO,RXO INC,Industrials
LGIH,LGI HOMES INC,Consumer Discretionary
FORM,FORMFACTOR INC,Information Technology
RRR,RED ROCK RESORTS ORS CLASS A INC,Consumer Discretionary
MTRN,MATERION CORP,Materials
SPT,SPROUT SOCIAL INC CLASS A,Information Technology
ARCB,ARCBEST CORP,Industrials
EVTC,EVERTEC INC,Financials
BLMN,BLOOMIN BRANDS INC,Consumer Discretionary
MODG,TOPGOLF CALLAWAY BRANDS CORP,Consumer Discretionary
ARCH,ARCH RESOURCES INC CLASS A,Energy
NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities
MDC,MDC HOLDINGS INC,Consumer Discretionary
ENR,ENERGIZER HOLDINGS INC,Consumer Staples
HIW,HIGHWOODS PROPERTIES REIT INC,Real Estate
VRNT,VERINT SYSTEMS INC,Information Technology
GTLB,GITLAB INC CLASS A,Information Technology
MWA,MUELLER WATER PRODUCTS INC SERIES,Industrials
CHPT,CHARGEPOINT HOLDINGS INC CLASS A,Industrials
SITC,SITE CENTERS CORP,Real Estate
NEO,NEOGENOMICS INC,Health Care
SEAS,SEAWORLD ENTERTAINMENT INC,Consumer Discretionary
RCM,R1 RCM INC,Health Care
NCNO,NCINO INC,Information Technology
VNO,VORNADO REALTY TRUST REIT,Real Estate
DNB,DUN BRADST HLDG INC,Industrials
VIAV,VIAVI SOLUTIONS INC,Information Technology
RETA,REATA PHARMACEUTICALS INC CLASS A,Health Care
APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Financials
UCBI,UNITED COMMUNITY BANKS INC,Financials
NTCT,NETSCOUT SYSTEMS INC,Information Technology
AX,AXOS FINANCIAL INC,Financials
CERE,CEREVEL THERAPEUTICS HOLDINGS INC,Health Care
FL,FOOT LOCKER INC,Consumer Discretionary
MORF,MORPHIC HOLDING INC,Health Care
TRN,TRINITY INDUSTRIES INC,Industrials
SFBS,SERVISFIRST BANCSHARES INC,Financials
FCPT,FOUR CORNERS PROPERTY INC TRUST,Real Estate
MAC,MACERICH REIT,Real Estate
NWS,NEWS CORP CLASS B,Communication
KMT,KENNAMETAL INC,Industrials
SJW,SJW GROUP,Utilities
MTX,MINERALS TECHNOLOGIES INC,Materials
PSMT,PRICESMART INC,Consumer Staples
GHC,GRAHAM HOLDINGS COMPANY CLASS B,Consumer Discretionary
VSCO,VICTORIA S SECRET,Consumer Discretionary
XM,QUALTRICS INTERNATIONAL CLASS A IN,Information Technology
UPST,UPSTART HOLDINGS INC,Financials
CBU,COMMUNITY BANK SYSTEM INC,Financials
PI,IMPINJ INC,Information Technology
BEAM,BEAM THERAPEUTICS INC,Health Care
DOCN,DIGITALOCEAN HOLDINGS INC,Information Technology
PR,PERMIAN RESOURCES CORP CLASS A,Energy
ROCK,GIBRALTAR INDUSTRIES INC,Industrials
CERT,CERTARA INC,Health Care
LSXMA,LIBERTY MEDIA LIBERTY SIRIUSXM COR,Communication
NUVA,NUVASIVE INC,Health Care
OUT,OUTFRONT MEDIA INC,Real Estate
FIBK,FIRST INTERSTATE BANCSYSTEM INC CL,Financials
MQ,MARQETA INC CLASS A,Financials
ATGE,ADTALEM GLOBAL EDUCATION INC,Consumer Discretionary
KW,KENNEDY WILSON HOLDINGS INC,Real Estate
AMR,ALPHA METALLURGICAL RESOURCE INC,Materials
STR,SITIO ROYALTIES CORP CLASS A,Energy
YOU,CLEAR SECURE INC CLASS A,Information Technology
RUSHA,RUSH ENTERPRISES INC CLASS A,Industrials
LUMN,LUMEN TECHNOLOGIES INC,Communication
EYE,NATIONAL VISION HOLDINGS INC,Consumer Discretionary
LBRT,LIBERTY ENERGY INC CLASS A,Energy
MXL,MAXLINEAR INC,Information Technology
ICFI,ICF INTERNATIONAL INC,Industrials
AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Discretionary
WOR,WORTHINGTON INDUSTRIES INC,Materials
MP,MP MATERIALS CORP CLASS A,Materials
BRC,BRADY NONVOTING CORP CLASS A,Industrials
HLIT,HARMONIC INC,Information Technology
CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary
CPK,CHESAPEAKE UTILITIES CORP,Utilities
TNDM,TANDEM DIABETES CARE INC,Health Care
WSFS,WSFS FINANCIAL CORP,Financials
QTWO,Q2 HOLDINGS INC,Information Technology
ACVA,ACV AUCTIONS INC CLASS A,Industrials
NMIH,NMI HOLDINGS INC CLASS A,Financials
PEGA,PEGASYSTEMS INC,Information Technology
DEI,DOUGLAS EMMETT REIT INC,Real Estate
VKTX,VIKING THERAPEUTICS INC,Health Care
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Real Estate
FLYW,FLYWIRE CORP,Financials
VCYT,VERACYTE INC,Health Care
PRG,PROG HOLDINGS INC,Financials
BOOT,BOOT BARN HOLDINGS INC,Consumer Discretionary
THRM,GENTHERM INC,Consumer Discretionary
AUB,ATLANTIC UNION BANKSHARES CORP,Financials
JACK,JACK IN THE BOX INC,Consumer Discretionary
HCC,WARRIOR MET COAL INC,Materials
SIX,SIX FLAGS ENTERTAINMENT CORP,Consumer Discretionary
MHO,M I HOMES INC,Consumer Discretionary
JWN,NORDSTROM INC,Consumer Discretionary
MBLY,MOBILEYE GLOBAL INC,Consumer Discretionary
CARG,CARGURUS INC CLASS A,Communication
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary
HLIO,HELIOS TECHNOLOGIES INC,Industrials
CEIX,CONSOL ENERGY INC,Energy
VIR,VIR BIOTECHNOLOGY INC,Health Care
EBC,EASTERN BANKSHARES INC,Financials
AIR,AAR CORP,Industrials
FULT,FULTON FINANCIAL CORP,Financials
PCRX,PACIRA BIOSCIENCES INC,Health Care
OSIS,OSI SYSTEMS INC,Information Technology
AMPH,AMPHASTAR PHARMACEUTICALS INC,Health Care
DAN,DANA INCORPORATED INC,Consumer Discretionary
DNA,GINKGO BIOWORKS HOLDINGS INC CLASS,Materials
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary
PGTI,PGT INNOVATIONS INC,Industrials
CTRE,CARETRUST REIT INC,Real Estate
ALG,ALAMO GROUP INC,Industrials
SNDX,SYNDAX PHARMACEUTICALS INC,Health Care
KTB,KONTOOR BRANDS INC,Consumer Discretionary
MYGN,MYRIAD GENETICS INC,Health Care
CRVL,CORVEL CORP,Health Care
SONO,SONOS INC,Consumer Discretionary
PIPR,PIPER SANDLER COMPANIES,Financials
SUPN,SUPERNUS PHARMACEUTICALS INC,Health Care
DBRG,DIGITALBRIDGE GROUP INC CLASS A,Real Estate
SFNC,SIMMONS FIRST NATIONAL CORP CLASS,Financials
NGVT,INGEVITY CORP,Materials
KAR,OPENLANE INC,Industrials
CNM,CORE & MAIN INC CLASS A,Industrials
CNK,CINEMARK HOLDINGS INC,Communication
LTC,LTC PROPERTIES REIT INC,Real Estate
SBCF,SEACOAST BANKING OF FLORIDA,Financials
RLJ,RLJ LODGING TRUST REIT,Real Estate
REYN,REYNOLDS CONSUMER PRODUCTS INC,Consumer Staples
CPE,CALLON PETROLEUM,Energy
TOWN,TOWNEBANK,Financials
JBGS,JBG SMITH PROPERTIES,Real Estate
PFSI,PENNYMAC FINANCIAL SERVICES INC,Financials
QS,QUANTUMSCAPE CORP CLASS A,Consumer Discretionary
RAMP,LIVERAMP HOLDINGS INC,Information Technology
WAFD,WASHINGTON FEDERAL INC,Financials
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate
JXN,JACKSON FINANCIAL INC CLASS A,Financials
BGCP,BGC PARTNERS INC CLASS A,Financials
LAZR,LUMINAR TECHNOLOGIES INC CLASS A,Consumer Discretionary
PJT,PJT PARTNERS INC CLASS A,Financials
PATK,PATRICK INDUSTRIES INC,Consumer Discretionary
JOE,ST JOE,Real Estate
OII,OCEANEERING INTERNATIONAL INC,Energy
RELY,REMITLY GLOBAL INC,Financials
USPH,US PHYSICAL THERAPY INC,Health Care
KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Industrials
WGO,WINNEBAGO INDUSTRIES INC,Consumer Discretionary
AZZ,AZZ INC,Industrials
GPS,GAP INC,Consumer Discretionary
OMI,OWENS & MINOR INC,Health Care
CALM,CAL MAINE FOODS INC,Consumer Staples
XRX,XEROX HOLDINGS CORP,Information Technology
CTS,CTS CORP,Information Technology
CNS,COHEN & STEERS INC,Financials
NNI,NELNET INC CLASS A,Financials
INT,WORLD FUEL SERVICES CORP,Energy
DISH,DISH NETWORK CORP CLASS A,Communication
NUS,NU SKIN ENTERPRISES INC CLASS A,Consumer Staples
TRIP,TRIPADVISOR INC,Communication
DK,DELEK US HOLDINGS INC,Energy
XPEL,XPEL INC,Consumer Discretionary
IRWD,IRONWOOD PHARMA INC CLASS A,Health Care
LRN,STRIDE INC,Consumer Discretionary
PHR,PHREESIA INC,Health Care
TROX,TRONOX HOLDINGS PLC,Materials
BRP,BRP GROUP INC CLASS A,Financials
SAVE,SPIRIT AIRLINES INC,Industrials
ODP,ODP CORP,Consumer Discretionary
INDB,INDEPENDENT BANK CORP,Financials
UPBD,UPBOUND GROUP INC,Consumer Discretionary
URBN,URBAN OUTFITTERS INC,Consumer Discretionary
VRTV,VERITIV CORP,Industrials
SITM,SITIME CORP,Information Technology
WLY,JOHN WILEY AND SONS INC CLASS A,Communication
DRVN,DRIVEN BRANDS HOLDINGS INC,Industrials
HLMN,HILLMAN SOLUTIONS CORP,Industrials
VIRT,VIRTU FINANCIAL INC CLASS A,Financials
ARR,ARMOUR RESIDENTIAL REIT INC,Financials
EAT,BRINKER INTERNATIONAL INC,Consumer Discretionary
OXM,OXFORD INDUSTRIES INC,Consumer Discretionary
BMBL,BUMBLE INC CLASS A,Communication
PRIM,PRIMORIS SERVICES CORP,Industrials
ERII,ENERGY RECOVERY INC,Industrials
CNNE,CANNAE HOLDINGS INC,Financials
SLG,SL GREEN REALTY REIT CORP,Real Estate
BOH,BANK OF HAWAII CORP,Financials
ALGT,ALLEGIANT TRAVEL,Industrials
GVA,GRANITE CONSTRUCTION INC,Industrials
OPEN,OPENDOOR TECHNOLOGIES INC,Real Estate
MGPI,MGP INGREDIENTS INC,Consumer Staples
EVRI,EVERI HOLDINGS INC,Consumer Discretionary
NAVI,NAVIENT CORP,Financials
MRVI,MARAVAI LIFESCIENCES HOLDINGS INC,Health Care
FRME,FIRST MERCHANTS CORP,Financials
HURN,HURON CONSULTING GROUP INC,Industrials
UNFI,UNITED NATURAL FOODS INC,Consumer Staples
ASAN,ASANA INC CLASS A,Information Technology
APPN,APPIAN CORP CLASS A,Information Technology
SHC,SOTERA HEALTH COMPANY,Health Care
UE,URBAN EDGE PROPERTIES,Real Estate
BANF,BANCFIRST CORP,Financials
CLDX,CELLDEX THERAPEUTICS INC,Health Care
PPBI,PACFIC PREMIER BANCORP INC,Financials
LAUR,LAUREATE EDUCATION INC,Consumer Discretionary
XNCR,XENCOR INC,Health Care
LENB,LENNAR CORP CLASS B,Consumer Discretionary
INSW,INTERNATIONAL SEAWAYS INC,Energy
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples
SKYW,SKYWEST INC,Industrials
VCEL,VERICEL CORP,Health Care
FWONA,LIBERTY MEDIA FORMULA ONE CORP SER,Communication
OEC,ORION ENGINEERED CARBONS SA,Materials
FGEN,FIBROGEN INC,Health Care
EXPI,EXP WORLD HOLDINGS INC,Real Estate
LMAT,LEMAITRE VASCULAR INC,Health Care
FSLY,FASTLY INC CLASS A,Information Technology
MDRX,VERADIGM INC,Health Care
ROIC,RETAIL OPPORTUNITY INVESTMENTS REI,Real Estate
PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,Consumer Discretionary
BBIO,BRIDGEBIO PHARMA INC,Health Care
FBNC,FIRST BANCORP,Financials
DRH,DIAMONDROCK HOSPITALITY REIT,Real Estate
BCRX,BIOCRYST PHARMACEUTICALS INC,Health Care
MEI,METHODE ELECTRONICS INC,Information Technology
CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate
MNRO,MONRO INC,Consumer Discretionary
RDNT,RADNET INC,Health Care
VSTO,VISTA OUTDOOR INC,Consumer Discretionary
WSBC,WESBANCO INC,Financials
KN,KNOWLES CORP,Information Technology
HBI,HANESBRANDS INC,Consumer Discretionary
FBP,FIRST BANCORP,Financials
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials
EMBC,EMBECTA CORP,Health Care
CSGS,CSG SYSTEMS INTERNATIONAL INC,Industrials
LNN,LINDSAY CORP,Industrials
SCHL,SCHOLASTIC CORP,Communication
TNC,TENNANT,Industrials
PRK,PARK NATIONAL CORP,Financials
ANDE,ANDERSONS INC,Consumer Staples
LESL,LESLIES INC,Consumer Discretionary
IONQ,IONQ INC,Information Technology
AVDX,AVIDXCHANGE HOLDINGS INC,Financials
DVAX,DYNAVAX TECHNOLOGIES CORP,Health Care
ENVX,ENOVIX CORP,Industrials
PLYA,PLAYA HOTELS AND RESORTS NV,Consumer Discretionary
PDFS,PDF SOLUTIONS INC,Information Technology
AMRC,AMERESCO INC CLASS A,Industrials
NOVA,SUNNOVA ENERGY INTERNATIONAL INC,Utilities
VRE,VERIS RESIDENTIAL INC,Real Estate
SLVM,SYLVAMO CORP,Materials
GRBK,GREEN BRICK PARTNERS INC,Consumer Discretionary
GTY,GETTY REALTY REIT CORP,Real Estate
AGIO,AGIOS PHARMACEUTICALS INC,Health Care
ETNB,89BIO INC,Health Care
SNEX,STONEX GROUP INC,Financials
EPAC,ENERPAC TOOL GROUP CORP CLASS A,Industrials
MBC,MASTERBRAND INC,Industrials
VRTS,VIRTUS INVESTMENT PARTNERS INC,Financials
BFH,BREAD FINANCIAL HOLDINGS INC,Financials
TPG,TPG INC CLASS A,Financials
SWTX,SPRINGWORKS THERAPEUTICS INC,Health Care
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Information Technology
ABCB,AMERIS BANCORP,Financials
VGR,VECTOR GROUP LTD,Consumer Staples
GPOR,GULFPORT ENERGY CORP,Energy
ADUS,ADDUS HOMECARE CORP,Health Care
GOLF,ACUSHNET HOLDINGS CORP,Consumer Discretionary
JOBY,JOBY AVIATION INC CLASS A,Industrials
SGH,SMART GLOBAL HOLDINGS,Information Technology
UTZ,UTZ BRANDS INC CLASS A,Consumer Staples
AGYS,AGILYSYS INC,Information Technology
GFF,GRIFFON CORP,Industrials
KYMR,KYMERA THERAPEUTICS INC,Health Care
MATW,MATTHEWS INTERNATIONAL CORP CLASS,Industrials
IVT,INVENTRUST PROPERTIES CORP,Real Estate
UCTT,ULTRA CLEAN HOLDINGS INC,Information Technology
SPCE,VIRGIN GALACTIC HOLDINGS INC SHS C,Industrials
MRTN,MARTEN TRANSPORT LTD,Industrials
XPRO,EXPRO GROUP HOLDINGS NV,Energy
NFE,NEW FORTRESS ENERGY INC CLASS A,Energy
HLF,HERBALIFE NUTRITION LTD,Consumer Staples
SQSP,SQUARESPACE INC CLASS A,Information Technology
ADT,ADT INC,Consumer Discretionary
MGNI,MAGNITE INC,Communication
GDEN,GOLDEN ENTERTAINMENT INC,Consumer Discretionary
UAA,UNDER ARMOUR INC CLASS A,Consumer Discretionary
LBRDA,LIBERTY BROADBAND CORP SERIES A,Communication
LGND,LIGAND PHARMACEUTICALS INC,Health Care
PAR,PAR TECHNOLOGY CORP,Information Technology
ELME,ELME,Real Estate
HTH,HILLTOP HOLDINGS INC,Financials
AKRO,AKERO THERAPEUTICS INC,Health Care
PRCT,PROCEPT BIOROBOTICS CORP,Health Care
MNKD,MANNKIND CORP,Health Care
WNC,WABASH NATIONAL CORP,Industrials
ROAD,CONSTRUCTION PARTNERS INC CLASS A,Industrials
ENVA,ENOVA INTERNATIONAL INC,Financials
HAYW,HAYWARD HOLDINGS INC,Industrials
SMTC,SEMTECH CORP,Information Technology
SILK,SILK ROAD MEDICAL INC,Health Care
TTMI,TTM TECHNOLOGIES INC,Information Technology
NEX,NEXTIER OILFIELD SOLUTIONS INC,Energy
WTTR,SELECT WATER SOLUTIONS INC CLASS A,Energy
OSCR,OSCAR HEALTH INC CLASS A,Financials
STRL,STERLING INFRASTRUCTURE INC,Industrials
GSHD,GOOSEHEAD INSURANCE INC CLASS A,Financials
BATRK,LIBERTY MEDIA LIBERTY BRAVES CORP,Communication
SYBT,STOCK YARDS BANCORP INC,Financials
NXT,NEXTRACKER INC,Industrials
UA,UNDER ARMOUR INC CLASS C,Consumer Discretionary
TWO,TWO HARBORS INVESTMENT CORP,Financials
CVBF,CVB FINANCIAL CORP,Financials
TRMK,TRUSTMARK CORP,Financials
CMCO,COLUMBUS MCKINNON CORP,Industrials
UVV,UNIVERSAL CORP,Consumer Staples
MOD,MODINE MANUFACTURING,Consumer Discretionary
CWK,CUSHMAN AND WAKEFIELD PLC,Real Estate
KFRC,KFORCE INC,Industrials
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Financials
HTLF,HEARTLAND FINANCIAL USA INC,Financials
PLMR,PALOMAR HOLDINGS INC,Financials
CARS,CARS.COM INC,Communication
HEES,H AND E EQUIPMENT SERVICES INC,Industrials
SSTK,SHUTTERSTOCK INC,Communication
UFPT,UFP TECHNOLOGIES INC,Health Care
AROC,ARCHROCK INC,Energy
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Real Estate
MIR,MIRION TECHNOLOGIES INC CLASS A,Information Technology
DICE,DICE THERAPEUTICS INC,Health Care
APPS,DIGITAL TURBINE INC,Information Technology
LEVI,LEVI STRAUSS CLASS A,Consumer Discretionary
FPI,FARMLAND PARTNERS INC,Real Estate
PSN,PARSONS CORP,Industrials
CCCS,CCC INTELLIGENT SOLUTIONS HOLDINGS,Information Technology
NABL,N ABLE INC,Information Technology
RCKT,ROCKET PHARMACEUTICALS INC,Health Care
PTGX,PROTAGONIST THERAPEUTICS INC,Health Care
RKLB,ROCKET LAB USA INC,Industrials
KROS,KEROS THERAPEUTICS INC,Health Care
FFBC,FIRST FINANCIAL BANCORP,Financials
CMTG,CLAROS MORTGAGE TRUST INC,Financials
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials
GEF,GREIF INC CLASS A,Materials
CVNA,CARVANA CLASS A,Consumer Discretionary
NBTB,NBT BANCORP INC,Financials
IBTX,INDEPENDENT BANK GROUP INC,Financials
LZB,LA-Z-BOY INC,Consumer Discretionary
MD,PEDIATRIX MEDICAL GROUP INC,Health Care
CMP,COMPASS MINERALS INTERNATIONAL INC,Materials
ADMA,ADMA BIOLOGICS INC,Health Care
CPRX,CATALYST PHARMACEUTICALS INC,Health Care
PLUS,EPLUS,Information Technology
CIM,CHIMERA INVESTMENT CORP,Financials
DEA,EASTERLY GOVERNMENT PROPERTIES INC,Real Estate
NXGN,NEXTGEN HEALTHCARE INC,Health Care
FBRT,FRANKLIN BSP REALTY TRUST INC,Financials
XHR,XENIA HOTELS RESORTS REIT INC,Real Estate
TCBK,TRICO BANCSHARES,Financials
PRVA,PRIVIA HEALTH GROUP INC,Health Care
MNTV,MOMENTIVE GLOBAL INC,Information Technology
HAIN,HAIN CELESTIAL GROUP INC,Consumer Staples
TMCI,TREACE MEDICAL CONCEPTS INC,Health Care
MSEX,MIDDLESEX WATER,Utilities
KALU,KAISER ALUMINIUM CORP,Materials
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Communication
ZETA,ZETA GLOBAL HOLDINGS CORP CLASS A,Information Technology
ANF,ABERCROMBIE AND FITCH CLASS A,Consumer Discretionary
JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples
DGII,DIGI INTERNATIONAL INC,Information Technology
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Financials
VICR,VICOR CORP,Industrials
RKT,ROCKET COMPANIES INC CLASS A,Financials
IMVT,IMMUNOVANT INC,Health Care
LKFN,LAKELAND FINANCIAL CORP,Financials
WWW,WOLVERINE WORLD WIDE INC,Consumer Discretionary
VECO,VEECO INSTRUMENTS INC,Information Technology
MARA,MARATHON DIGITAL HOLDINGS INC,Information Technology
AVNS,AVANOS MEDICAL INC,Health Care
CASH,PATHWARD FINANCIAL INC,Financials
SVC,SERVICE PROPERTIES TRUST,Real Estate
CXW,CORECIVIC REIT INC,Industrials
MLKN,MILLERKNOLL INC,Industrials
JELD,JELD WEN HOLDING INC,Industrials
NXRT,NEXPOINT RESIDENTIAL TRUST INC,Real Estate
FIZZ,NATIONAL BEVERAGE CORP,Consumer Staples
BSIG,BRIGHTSPHERE INVESTMENT GROUP INC,Financials
IMKTA,INGLES MARKETS INC CLASS A,Consumer Staples
CHGG,CHEGG INC,Consumer Discretionary
NVEE,NV5 GLOBAL INC,Industrials
SNDR,SCHNEIDER NATIONAL INC CLASS B,Industrials
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary
NBHC,NATIONAL BANK HOLDINGS CORP CLASS,Financials
TRS,TRIMAS CORP,Materials
LGFB,LIONS GATE ENTERTAINMENT NON VOTIN,Communication
HIMS,HIMS HERS HEALTH INC CLASS A,Health Care
THR,THERMON GROUP HOLDINGS INC,Industrials
AMEH,APOLLO MEDICAL HOLDINGS INC,Health Care
RADI,RADIUS GLOBAL INFRASTRUCTURE INC C,Communication
SABR,SABRE CORP,Consumer Discretionary
EAF,GRAFTECH INTERNATIONAL LTD,Industrials
PARR,PAR PACIFIC HOLDINGS INC,Energy
GERN,GERON CORP,Health Care
LZ,LEGALZOOM COM INC,Industrials
ALEX,ALEXANDER AND BALDWIN INC,Real Estate
DIN,DINE BRANDS GLOBAL INC,Consumer Discretionary
GEO,GEO GROUP REIT INC,Industrials
CDMO,AVID BIOSERVICES INC,Health Care
ACLX,ARCELLX INC,Health Care
ARVN,ARVINAS INC,Health Care
AVTA,AVANTAX INC,Financials
STEP,STEPSTONE GROUP INC CLASS A,Financials
WINA,WINMARK CORP,Consumer Discretionary
DO,DIAMOND OFFSHORE DRILLING INC,Energy
GTES,GATES INDUSTRIAL PLC,Industrials
RNST,RENASANT CORP,Financials
LTH,LIFE TIME GROUP HOLDINGS INC,Consumer Discretionary
ZUO,ZUORA INC CLASS A,Information Technology
RCUS,ARCUS BIOSCIENCES INC,Health Care
TFIN,TRIUMPH FINANCIAL INC,Financials
